Timestamp,Energy_Consumption_House_1,Renewable_Energy_Consumption_House_1,Energy_Consumption_House_2,Renewable_Energy_Consumption_House_2,Energy_Consumption_House_3,Renewable_Energy_Consumption_House_3,Energy_Consumption_House_4,Renewable_Energy_Consumption_House_4,Energy_Consumption_House_5,Renewable_Energy_Consumption_House_5,Hour_of_the_Day,Day_of_the_Week,Month,Temperature,Date
2023-01-01 22:00:00,0.1835999999999999,0.067,0.1331999999999999,0.041,0.0804,0.026,0.1464,0.062,0.2388,0.112,22,6,1,22.0,2023-01-01
2023-01-01 23:00:00,0.1596,0.058,0.1548,0.048,0.1404,0.046,0.1115999999999999,0.047,0.3515999999999999,0.164,23,6,1,18.0,2023-01-01
2023-01-02 00:00:00,0.054,0.024,0.095,0.035,0.073,0.028,0.115,0.058,0.078,0.044,0,0,1,19.7,2023-01-02
2023-01-02 01:00:00,0.094,0.041,0.082,0.031,0.062,0.024,0.077,0.039,0.229,0.128,1,0,1,22.9,2023-01-02
2023-01-02 02:00:00,0.074,0.032,0.031,0.012,0.139,0.054,0.011,0.006,0.138,0.077,2,0,1,20.6,2023-01-02
2023-01-02 03:00:00,0.182,0.08,0.105,0.039,0.023,0.009,0.008,0.004,0.027,0.015,3,0,1,21.7,2023-01-02
2023-01-02 04:00:00,0.11,0.048,0.089,0.033,0.091,0.036,0.156,0.079,0.187,0.105,4,0,1,22.2,2023-01-02
2023-01-02 05:00:00,0.089,0.039,0.051,0.019,0.094,0.037,0.068,0.035,0.207,0.116,5,0,1,18.5,2023-01-02
2023-01-02 06:00:00,0.2543999999999999,0.2543999999999999,0.117,0.099,0.2568,0.2568,0.258,0.258,0.1223999999999999,0.1223999999999999,6,0,1,32.7,2023-01-02
2023-01-02 07:00:00,0.1115999999999999,0.1115999999999999,0.179,0.151,0.1812,0.1812,0.1452,0.1452,0.306,0.306,7,0,1,33.7,2023-01-02
2023-01-02 08:00:00,0.127,0.123,0.138,0.117,0.092,0.08,0.358,0.285,0.201,0.201,8,0,1,23.9,2023-01-02
2023-01-02 09:00:00,0.18,0.174,0.12,0.101,0.136,0.119,0.13,0.103,0.328,0.328,9,0,1,29.8,2023-01-02
2023-01-02 10:00:00,0.154,0.149,0.105,0.089,0.114,0.1,0.137,0.109,0.338,0.338,10,0,1,27.5,2023-01-02
2023-01-02 11:00:00,0.078,0.078,0.006,0.005,0.0443999999999999,0.0443999999999999,0.1128,0.1128,0.3011999999999999,0.3011999999999999,11,0,1,33.0,2023-01-02
2023-01-02 12:00:00,0.085,0.082,0.009,0.008,0.021,0.018,0.029,0.023,0.226,0.226,12,0,1,23.5,2023-01-02
2023-01-02 13:00:00,0.087,0.084,0.073,0.062,0.041,0.036,0.079,0.063,0.088,0.088,13,0,1,28.9,2023-01-02
2023-01-02 14:00:00,0.2268,0.2268,0.024,0.02,0.1043999999999999,0.1043999999999999,0.0863999999999999,0.0863999999999999,0.0768,0.0768,14,0,1,31.200000000000003,2023-01-02
2023-01-02 15:00:00,0.15,0.145,0.146,0.123,0.117,0.102,0.175,0.139,0.233,0.233,15,0,1,27.8,2023-01-02
2023-01-02 16:00:00,0.0527999999999999,0.0527999999999999,0.002,0.002,0.2316,0.2316,0.096,0.096,0.3168,0.3168,16,0,1,30.700000000000003,2023-01-02
2023-01-02 17:00:00,0.141,0.137,0.167,0.141,0.154,0.134,0.187,0.149,0.276,0.276,17,0,1,29.5,2023-01-02
2023-01-02 18:00:00,0.27,0.27,0.112,0.095,0.1152,0.1152,0.2316,0.2316,0.1944,0.1944,18,0,1,31.0,2023-01-02
2023-01-02 19:00:00,0.225,0.098,0.18,0.067,0.226,0.088,0.225,0.114,0.282,0.158,19,0,1,21.0,2023-01-02
2023-01-02 20:00:00,0.279,0.122,0.146,0.054,0.146,0.057,0.232,0.118,0.286,0.16,20,0,1,20.5,2023-01-02
2023-01-02 21:00:00,0.172,0.075,0.12,0.045,0.164,0.064,0.275,0.14,0.195,0.109,21,0,1,21.3,2023-01-02
2023-01-02 22:00:00,0.121,0.053,0.147,0.055,0.182,0.071,0.092,0.047,0.253,0.142,22,0,1,19.6,2023-01-02
2023-01-02 23:00:00,0.056,0.024,0.116,0.043,0.088,0.034,0.137,0.07,0.118,0.066,23,0,1,21.9,2023-01-02
2023-01-03 00:00:00,0.158,0.069,0.035,0.013,0.089,0.035,0.094,0.048,0.264,0.148,0,1,1,18.1,2023-01-03
2023-01-03 01:00:00,0.086,0.038,0.107,0.04,0.029,0.011,0.088,0.045,0.055,0.031,1,1,1,21.0,2023-01-03
2023-01-03 02:00:00,0.052,0.023,0.033,0.012,0.043,0.017,0.117,0.059,0.14,0.078,2,1,1,21.6,2023-01-03
2023-01-03 03:00:00,0.146,0.064,0.059,0.022,0.075,0.029,0.015,0.008,0.051,0.029,3,1,1,21.8,2023-01-03
2023-01-03 04:00:00,0.161,0.07,0.11,0.041,0.124,0.048,0.049,0.025,0.054,0.03,4,1,1,19.5,2023-01-03
2023-01-03 05:00:00,0.104,0.045,0.088,0.033,0.088,0.034,0.18,0.091,0.176,0.099,5,1,1,22.9,2023-01-03
2023-01-03 06:00:00,0.137,0.133,0.136,0.115,0.126,0.11,0.155,0.123,0.149,0.149,6,1,1,26.2,2023-01-03
2023-01-03 07:00:00,0.105,0.102,0.109,0.092,0.184,0.161,0.12,0.095,0.267,0.267,7,1,1,24.3,2023-01-03
2023-01-03 08:00:00,0.2772,0.2772,0.196,0.166,0.2111999999999999,0.2111999999999999,0.072,0.072,0.144,0.144,8,1,1,31.5,2023-01-03
2023-01-03 09:00:00,0.092,0.089,0.146,0.123,0.113,0.099,0.278,0.221,0.24,0.24,9,1,1,24.2,2023-01-03
2023-01-03 10:00:00,0.194,0.188,0.165,0.139,0.145,0.127,0.332,0.264,0.324,0.324,10,1,1,25.2,2023-01-03
2023-01-03 11:00:00,0.08,0.077,0.036,0.03,0.088,0.077,0.02,0.016,0.133,0.133,11,1,1,23.9,2023-01-03
2023-01-03 12:00:00,0.044,0.043,0.046,0.039,0.042,0.037,0.061,0.049,0.149,0.149,12,1,1,29.7,2023-01-03
2023-01-03 13:00:00,0.001,0.001,0.023,0.019,0.004,0.003,0.111,0.088,0.039,0.039,13,1,1,28.4,2023-01-03
2023-01-03 14:00:00,0.047,0.046,0.065,0.055,0.091,0.079,0.139,0.111,0.127,0.127,14,1,1,25.0,2023-01-03
2023-01-03 15:00:00,0.0048,0.0048,0.04,0.034,0.084,0.084,0.1115999999999999,0.1115999999999999,0.144,0.144,15,1,1,32.0,2023-01-03
2023-01-03 16:00:00,0.0887999999999999,0.0887999999999999,0.055,0.046,0.108,0.108,0.2388,0.2388,0.096,0.096,16,1,1,30.200000000000003,2023-01-03
2023-01-03 17:00:00,0.216,0.209,0.097,0.082,0.076,0.066,0.31,0.247,0.261,0.261,17,1,1,27.1,2023-01-03
2023-01-03 18:00:00,0.2628,0.2628,0.182,0.154,0.2292,0.2292,0.2052,0.2052,0.2844,0.2844,18,1,1,34.8,2023-01-03
2023-01-03 19:00:00,0.206,0.09,0.226,0.084,0.135,0.053,0.199,0.101,0.285,0.16,19,1,1,22.0,2023-01-03
2023-01-03 20:00:00,0.22,0.096,0.109,0.041,0.251,0.098,0.121,0.061,0.29,0.163,20,1,1,22.3,2023-01-03
2023-01-03 21:00:00,0.266,0.116,0.093,0.035,0.186,0.073,0.245,0.124,0.151,0.085,21,1,1,18.7,2023-01-03
2023-01-03 22:00:00,0.252,0.11,0.188,0.07,0.119,0.046,0.212,0.108,0.296,0.166,22,1,1,22.8,2023-01-03
2023-01-03 23:00:00,0.026,0.026,0.091,0.034,0.049,0.019,0.183,0.093,0.033,0.018,23,1,1,18.7,2023-01-03
2023-01-04 00:00:00,0.012,0.005,0.087,0.032,0.072,0.028,0.12,0.061,0.067,0.038,0,2,1,22.0,2023-01-04
2023-01-04 01:00:00,0.083,0.036,0.084,0.031,0.098,0.038,0.12,0.061,0.195,0.109,1,2,1,19.4,2023-01-04
2023-01-04 02:00:00,0.075,0.033,0.072,0.027,0.05,0.02,0.062,0.031,0.123,0.069,2,2,1,18.4,2023-01-04
2023-01-04 03:00:00,0.124,0.054,0.01,0.004,0.129,0.05,0.046,0.023,0.178,0.1,3,2,1,21.1,2023-01-04
2023-01-04 04:00:00,0.125,0.055,0.052,0.019,0.084,0.033,0.088,0.045,0.044,0.025,4,2,1,18.5,2023-01-04
2023-01-04 05:00:00,0.134,0.059,0.102,0.038,0.139,0.054,0.107,0.054,0.143,0.08,5,2,1,20.8,2023-01-04
2023-01-04 06:00:00,0.1331999999999999,0.1331999999999999,0.222,0.187,0.1656,0.1656,0.15,0.15,0.3707999999999999,0.3707999999999999,6,2,1,34.1,2023-01-04
2023-01-04 07:00:00,0.2688,0.2688,0.156,0.132,0.1896,0.1896,0.1727999999999999,0.1727999999999999,0.2231999999999999,0.2231999999999999,7,2,1,32.3,2023-01-04
2023-01-04 08:00:00,0.3036,0.3036,0.113,0.095,0.3156,0.3156,0.2436,0.2436,0.3324,0.3324,8,2,1,34.8,2023-01-04
2023-01-04 09:00:00,0.248,0.24,0.221,0.187,0.131,0.114,0.202,0.161,0.342,0.342,9,2,1,28.8,2023-01-04
2023-01-04 10:00:00,0.1,0.097,0.166,0.14,0.242,0.211,0.146,0.116,0.27,0.27,10,2,1,26.2,2023-01-04
2023-01-04 11:00:00,0.142,0.138,0.052,0.044,0.035,0.031,0.053,0.042,0.05,0.05,11,2,1,25.0,2023-01-04
2023-01-04 12:00:00,0.1464,0.1464,0.054,0.046,0.0792,0.0792,0.0107999999999999,0.0107999999999999,0.2568,0.2568,12,2,1,31.0,2023-01-04
2023-01-04 13:00:00,0.0036,0.0036,0.064,0.054,0.1727999999999999,0.1727999999999999,0.0684,0.0684,0.174,0.174,13,2,1,31.700000000000003,2023-01-04
2023-01-04 14:00:00,0.14,0.136,0.055,0.046,0.076,0.066,0.005,0.005,0.117,0.117,14,2,1,25.0,2023-01-04
2023-01-04 15:00:00,0.092,0.089,0.06,0.051,0.083,0.072,0.048,0.038,0.122,0.122,15,2,1,27.1,2023-01-04
2023-01-04 16:00:00,0.0515999999999999,0.0515999999999999,0.114,0.096,0.102,0.102,0.09,0.09,0.1043999999999999,0.1043999999999999,16,2,1,32.6,2023-01-04
2023-01-04 17:00:00,0.3096,0.3096,0.181,0.153,0.168,0.168,0.3419999999999999,0.317,0.2424,0.2424,17,2,1,30.8,2023-01-04
2023-01-04 18:00:00,0.148,0.143,0.183,0.155,0.205,0.179,0.324,0.258,0.171,0.171,18,2,1,28.5,2023-01-04
2023-01-04 19:00:00,0.144,0.063,0.169,0.063,0.141,0.055,0.129,0.065,0.066,0.037,19,2,1,22.3,2023-01-04
2023-01-04 20:00:00,0.197,0.086,0.089,0.033,0.149,0.058,0.157,0.08,0.122,0.068,20,2,1,20.9,2023-01-04
2023-01-04 21:00:00,0.222,0.097,0.177,0.066,0.198,0.077,0.098,0.05,0.292,0.164,21,2,1,19.7,2023-01-04
2023-01-04 22:00:00,0.184,0.08,0.111,0.041,0.192,0.075,0.178,0.09,0.278,0.156,22,2,1,21.0,2023-01-04
2023-01-04 23:00:00,0.073,0.032,0.057,0.021,0.144,0.056,0.107,0.054,0.085,0.048,23,2,1,20.9,2023-01-04
2023-01-05 00:00:00,0.063,0.028,0.122,0.046,0.06,0.023,0.027,0.014,0.056,0.031,0,3,1,19.6,2023-01-05
2023-01-05 01:00:00,0.06,0.06,0.062,0.023,0.078,0.03,0.085,0.043,0.19,0.107,1,3,1,22.2,2023-01-05
2023-01-05 02:00:00,0.065,0.028,0.081,0.03,0.082,0.032,0.091,0.046,0.159,0.089,2,3,1,19.8,2023-01-05
2023-01-05 03:00:00,0.028,0.012,0.069,0.026,0.064,0.025,0.064,0.032,0.148,0.083,3,3,1,18.3,2023-01-05
2023-01-05 04:00:00,0.12,0.052,0.046,0.017,0.038,0.015,0.011,0.006,0.16,0.09,4,3,1,18.6,2023-01-05
2023-01-05 05:00:00,0.117,0.051,0.092,0.034,0.094,0.037,0.085,0.043,0.085,0.048,5,3,1,18.4,2023-01-05
2023-01-05 06:00:00,0.209,0.202,0.241,0.204,0.109,0.095,0.128,0.102,0.281,0.281,6,3,1,24.2,2023-01-05
2023-01-05 07:00:00,0.215,0.208,0.177,0.149,0.105,0.092,0.127,0.101,0.164,0.164,7,3,1,24.1,2023-01-05
2023-01-05 08:00:00,0.27,0.27,0.134,0.113,0.2111999999999999,0.2111999999999999,0.21,0.21,0.312,0.312,8,3,1,34.3,2023-01-05
2023-01-05 09:00:00,0.1883999999999999,0.1883999999999999,0.113,0.095,0.2471999999999999,0.2471999999999999,0.1968,0.1968,0.24,0.24,9,3,1,31.8,2023-01-05
2023-01-05 10:00:00,0.2424,0.2424,0.113,0.095,0.2603999999999999,0.2603999999999999,0.1715999999999999,0.1715999999999999,0.3156,0.3156,10,3,1,32.8,2023-01-05
2023-01-05 11:00:00,0.2052,0.2052,0.049,0.041,0.09,0.09,0.0527999999999999,0.0527999999999999,0.1427999999999999,0.1427999999999999,11,3,1,32.8,2023-01-05
2023-01-05 12:00:00,0.1331999999999999,0.1331999999999999,0.093,0.079,0.096,0.096,0.1656,0.1656,0.1104,0.1104,12,3,1,30.8,2023-01-05
2023-01-05 13:00:00,0.0263999999999999,0.0263999999999999,0.127,0.107,0.0624,0.0624,0.108,0.108,0.096,0.096,13,3,1,33.7,2023-01-05
2023-01-05 14:00:00,0.224,0.217,0.065,0.055,0.051,0.045,0.036,0.029,0.098,0.098,14,3,1,25.4,2023-01-05
2023-01-05 15:00:00,0.0744,0.0744,0.031,0.026,0.0048,0.0048,0.2135999999999999,0.2135999999999999,0.1932,0.1932,15,3,1,31.4,2023-01-05
2023-01-05 16:00:00,0.066,0.064,0.021,0.018,0.018,0.016,0.209,0.166,0.313,0.313,16,3,1,25.7,2023-01-05
2023-01-05 17:00:00,0.15,0.145,0.104,0.088,0.121,0.106,0.13,0.103,0.244,0.244,17,3,1,24.8,2023-01-05
2023-01-05 18:00:00,0.2844,0.2844,0.204,0.172,0.3011999999999999,0.3011999999999999,0.3228,0.304,0.4416,0.4416,18,3,1,33.5,2023-01-05
2023-01-05 19:00:00,0.179,0.078,0.17,0.063,0.208,0.081,0.163,0.083,0.343,0.192,19,3,1,21.5,2023-01-05
2023-01-05 20:00:00,0.171,0.075,0.133,0.05,0.198,0.077,0.1,0.051,0.261,0.146,20,3,1,19.1,2023-01-05
2023-01-05 21:00:00,0.114,0.05,0.063,0.024,0.165,0.064,0.306,0.155,0.381,0.214,21,3,1,21.7,2023-01-05
2023-01-05 22:00:00,0.238,0.104,0.093,0.035,0.145,0.057,0.243,0.123,0.324,0.182,22,3,1,18.3,2023-01-05
2023-01-05 23:00:00,0.095,0.042,0.156,0.058,0.065,0.025,0.061,0.031,0.311,0.174,23,3,1,18.5,2023-01-05
2023-01-06 00:00:00,0.183,0.08,0.063,0.024,0.072,0.028,0.088,0.045,0.129,0.072,0,4,1,19.9,2023-01-06
2023-01-06 01:00:00,0.134,0.059,0.086,0.032,0.097,0.038,0.062,0.031,0.248,0.139,1,4,1,21.9,2023-01-06
2023-01-06 02:00:00,0.119,0.052,0.099,0.037,0.038,0.015,0.264,0.134,0.091,0.051,2,4,1,19.1,2023-01-06
2023-01-06 03:00:00,0.155,0.068,0.104,0.039,0.035,0.014,0.114,0.058,0.201,0.113,3,4,1,19.1,2023-01-06
2023-01-06 04:00:00,0.083,0.036,0.06,0.022,0.14,0.055,0.136,0.069,0.198,0.111,4,4,1,19.6,2023-01-06
2023-01-06 05:00:00,0.057,0.025,0.092,0.034,0.095,0.037,0.071,0.036,0.15,0.084,5,4,1,22.6,2023-01-06
2023-01-06 06:00:00,0.211,0.204,0.063,0.053,0.145,0.127,0.135,0.107,0.102,0.102,6,4,1,24.1,2023-01-06
2023-01-06 07:00:00,0.212,0.205,0.169,0.143,0.161,0.141,0.115,0.091,0.265,0.265,7,4,1,25.5,2023-01-06
2023-01-06 08:00:00,0.1188,0.1188,0.102,0.086,0.1944,0.1944,0.126,0.126,0.198,0.198,8,4,1,31.9,2023-01-06
2023-01-06 09:00:00,0.249,0.241,0.181,0.153,0.147,0.128,0.111,0.088,0.357,0.357,9,4,1,24.2,2023-01-06
2023-01-06 10:00:00,0.195,0.189,0.173,0.146,0.153,0.134,0.266,0.212,0.117,0.117,10,4,1,24.4,2023-01-06
2023-01-06 11:00:00,0.1883999999999999,0.1883999999999999,0.191,0.161,0.03,0.03,0.0804,0.0804,0.0431999999999999,0.0431999999999999,11,4,1,30.3,2023-01-06
2023-01-06 12:00:00,0.174,0.168,0.108,0.091,0.073,0.064,0.205,0.163,0.06,0.06,12,4,1,24.7,2023-01-06
2023-01-06 13:00:00,0.053,0.051,0.022,0.019,0.077,0.067,0.157,0.125,0.173,0.173,13,4,1,25.6,2023-01-06
2023-01-06 14:00:00,0.057,0.055,0.117,0.099,0.084,0.073,0.021,0.017,0.23,0.23,14,4,1,26.1,2023-01-06
2023-01-06 15:00:00,0.037,0.036,0.095,0.08,0.068,0.059,0.037,0.029,0.155,0.155,15,4,1,24.7,2023-01-06
2023-01-06 16:00:00,0.107,0.104,0.034,0.029,0.047,0.041,0.132,0.105,0.114,0.114,16,4,1,23.3,2023-01-06
2023-01-06 17:00:00,0.3852,0.3852,0.129,0.109,0.2087999999999999,0.2087999999999999,0.2256,0.2256,0.3144,0.3144,17,4,1,30.6,2023-01-06
2023-01-06 18:00:00,0.159,0.154,0.151,0.128,0.143,0.125,0.178,0.142,0.217,0.217,18,4,1,25.1,2023-01-06
2023-01-06 19:00:00,0.239,0.104,0.168,0.063,0.093,0.036,0.278,0.141,0.221,0.124,19,4,1,18.4,2023-01-06
2023-01-06 20:00:00,0.188,0.082,0.076,0.028,0.124,0.048,0.265,0.134,0.256,0.144,20,4,1,20.6,2023-01-06
2023-01-06 21:00:00,0.185,0.081,0.16,0.06,0.09,0.035,0.267,0.136,0.174,0.098,21,4,1,21.3,2023-01-06
2023-01-06 22:00:00,0.249,0.109,0.15,0.056,0.195,0.076,0.177,0.09,0.18,0.101,22,4,1,20.0,2023-01-06
2023-01-06 23:00:00,0.049,0.021,0.081,0.03,0.131,0.051,0.082,0.042,0.156,0.087,23,4,1,18.2,2023-01-06
2023-01-07 00:00:00,0.0804,0.067,0.102,0.032,0.066,0.021,0.0276,0.012,0.2736,0.128,0,5,1,19.0,2023-01-07
2023-01-07 01:00:00,0.0635999999999999,0.053,0.0648,0.02,0.0948,0.031,0.1823999999999999,0.077,0.0624,0.029,1,5,1,20.8,2023-01-07
2023-01-07 02:00:00,0.072,0.026,0.0492,0.015,0.0996,0.032,0.0792,0.033,0.1872,0.087,2,5,1,21.8,2023-01-07
2023-01-07 03:00:00,0.1775999999999999,0.065,0.0048,0.001,0.0744,0.024,0.0911999999999999,0.039,0.1524,0.071,3,5,1,19.4,2023-01-07
2023-01-07 04:00:00,0.0624,0.023,0.1692,0.053,0.0515999999999999,0.017,0.1656,0.07,0.0408,0.019,4,5,1,20.9,2023-01-07
2023-01-07 05:00:00,0.0348,0.013,0.1235999999999999,0.038,0.0804,0.026,0.078,0.033,0.1668,0.078,5,5,1,21.9,2023-01-07
2023-01-07 06:00:00,0.3204,0.259,0.1404,0.099,0.1031999999999999,0.075,0.3096,0.205,0.276,0.23,6,5,1,23.7,2023-01-07
2023-01-07 07:00:00,0.2532,0.204,0.27,0.19,0.2052,0.149,0.2496,0.165,0.0924,0.077,7,5,1,29.3,2023-01-07
2023-01-07 08:00:00,0.2087999999999999,0.168,0.1548,0.109,0.186,0.135,0.3876,0.257,0.3611999999999999,0.301,8,5,1,25.6,2023-01-07
2023-01-07 09:00:00,0.28512,0.282,0.2063999999999999,0.145,0.28656,0.264,0.1238399999999998,0.1238399999999998,0.3499199999999999,0.3329999999999999,9,5,1,32.3,2023-01-07
2023-01-07 10:00:00,0.19152,0.19152,0.1823999999999999,0.128,0.2059199999999998,0.2059199999999998,0.1512,0.1512,0.3168,0.31,10,5,1,30.9,2023-01-07
2023-01-07 11:00:00,0.1139999999999999,0.092,0.0396,0.028,0.1715999999999999,0.125,0.1992,0.132,0.2087999999999999,0.174,11,5,1,25.5,2023-01-07
2023-01-07 12:00:00,0.0552,0.045,0.0732,0.052,0.0696,0.051,0.0468,0.031,0.156,0.13,12,5,1,28.7,2023-01-07
2023-01-07 13:00:00,0.0732,0.059,0.1223999999999999,0.086,0.1128,0.082,0.1415999999999999,0.094,0.1223999999999999,0.102,13,5,1,27.9,2023-01-07
2023-01-07 14:00:00,0.0215999999999999,0.018,0.0876,0.062,0.1331999999999999,0.097,0.1524,0.101,0.078,0.065,14,5,1,27.8,2023-01-07
2023-01-07 15:00:00,0.2016,0.2016,0.1763999999999999,0.124,0.08784,0.08784,0.06912,0.06912,0.09648,0.09648,15,5,1,31.6,2023-01-07
2023-01-07 16:00:00,0.0707999999999999,0.057,0.0215999999999999,0.015,0.1091999999999999,0.079,0.1536,0.102,0.1788,0.149,16,5,1,26.7,2023-01-07
2023-01-07 17:00:00,0.2459999999999999,0.199,0.1344,0.095,0.1896,0.138,0.132,0.087,0.438,0.365,17,5,1,27.3,2023-01-07
2023-01-07 18:00:00,0.24,0.194,0.168,0.118,0.2447999999999999,0.178,0.1848,0.122,0.3864,0.322,18,5,1,26.3,2023-01-07
2023-01-07 19:00:00,0.2796,0.102,0.1164,0.036,0.1235999999999999,0.04,0.2436,0.103,0.366,0.171,19,5,1,20.2,2023-01-07
2023-01-07 20:00:00,0.3,0.109,0.1212,0.038,0.0924,0.03,0.3,0.127,0.2736,0.128,20,5,1,21.3,2023-01-07
2023-01-07 21:00:00,0.2496,0.091,0.0851999999999999,0.026,0.1992,0.065,0.1896,0.08,0.2808,0.131,21,5,1,21.0,2023-01-07
2023-01-07 22:00:00,0.1812,0.066,0.186,0.058,0.276,0.09,0.1763999999999999,0.075,0.2231999999999999,0.104,22,5,1,21.7,2023-01-07
2023-01-07 23:00:00,0.0408,0.015,0.0936,0.029,0.0936,0.03,0.0696,0.029,0.1284,0.06,23,5,1,20.6,2023-01-07
2023-01-08 00:00:00,0.1512,0.055,0.1031999999999999,0.032,0.1488,0.048,0.1235999999999999,0.052,0.24,0.112,0,6,1,19.7,2023-01-08
2023-01-08 01:00:00,0.0828,0.03,0.0707999999999999,0.022,0.0804,0.026,0.0431999999999999,0.018,0.1331999999999999,0.062,1,6,1,20.7,2023-01-08
2023-01-08 02:00:00,0.2304,0.084,0.0624,0.019,0.018,0.015,0.1139999999999999,0.048,0.1656,0.077,2,6,1,18.8,2023-01-08
2023-01-08 03:00:00,0.1055999999999999,0.038,0.0732,0.023,0.1703999999999999,0.055,0.0564,0.024,0.186,0.087,3,6,1,19.6,2023-01-08
2023-01-08 04:00:00,0.1104,0.04,0.0672,0.021,0.09,0.029,0.096,0.041,0.0732,0.034,4,6,1,22.0,2023-01-08
2023-01-08 05:00:00,0.066,0.024,0.054,0.017,0.0611999999999999,0.02,0.198,0.084,0.138,0.064,5,6,1,21.5,2023-01-08
2023-01-08 06:00:00,0.2652,0.214,0.1344,0.095,0.1703999999999999,0.124,0.1668,0.111,0.4211999999999999,0.351,6,6,1,26.8,2023-01-08
2023-01-08 07:00:00,0.24,0.194,0.18,0.127,0.1812,0.132,0.1632,0.108,0.1248,0.104,7,6,1,29.2,2023-01-08
2023-01-08 08:00:00,0.2376,0.2376,0.1043999999999999,0.073,0.24192,0.237,0.1180799999999999,0.1180799999999999,0.5097599999999999,0.4439999999999999,8,6,1,32.8,2023-01-08
2023-01-08 09:00:00,0.216,0.174,0.2268,0.16,0.1896,0.138,0.2004,0.133,0.384,0.32,9,6,1,25.8,2023-01-08
